Wed Jan 15 14:32:11 2025    profiling-output

         709732 function calls (690255 primitive calls) in 2.061 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:18(HTTPError)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:69(MarkupResemblesLocatorWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/abc.py:186(FileLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1057(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:212(_GiveupOnSendfile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:20(AddressValueError)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2154(cast)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:190(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1170(RubyTextString)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/__meta__.py:128(_is_dev)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_adapters.py:141(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1774(LoadError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:173(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:261(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:342(DefragResultBytes)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:197(reset)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:211(deprecated_argument)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:95(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1537(LineTooLong)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:227(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:201(setfirstweekday)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1642(DataHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:894(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:150(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1417(UnknownHandler)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1530(BadStatusLine)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/ssl_match_hostname.py:20(CertificateError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:451(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:825(StopParsing)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/adapters.py:578(add_headers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1244(Absent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:72(ProtocolError)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connectionpool.py:337(_validate_conn)
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f2f73857d80}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:669(update)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:27(InvalidJSONError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/readers.py:28(files)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/core.py:20(IDNABidiError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:145(CookieError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:637(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:115(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:223(NotOpenSSLWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:74(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:189(initialize_soup)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:172(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:246(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:53(SSLError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:22(HTTPWarning)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1097(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:231(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/cookies.py:435(get_policy)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:68(DecodeError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:312(ProxySchemeUnsupported)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1487(NotConnected)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:59(ConnectionError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:127(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1108(Declaration)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:184(LocationValueError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1102(Comment)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1490(InvalidURL)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:87(ReadTimeout)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1143(Stylesheet)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:235(DependencyWarning)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:133(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:146(FileModeWarning)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:91(URLRequired)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:71(Timeout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:303(StreamReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:67(SSLError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:80(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1152(Script)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:99(MissingSchema)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:63(ProxyError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:55(HTTPError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:131(RetryError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:135(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:242(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:60(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/core.py:32(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:300(StreamWriter)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:119(TimeoutError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1518(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:91(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:142(RequestsWarning)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1161(TemplateString)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1182(RubyParenthesisString)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:127(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:116(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:180(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:183(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:54(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:108(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:111(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:107(InvalidURL)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:94(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:65(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/cp1252.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1527(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:111(InvalidHeader)
